t,lower1,upper1,lower2,upper2,mean,rep9
186,3902,8154,2938,14645,5900.0716478052,5128
187,3915,8242,2950,14990,5950.68659550756,5146
188,3934,8323,2959,15240,6001.08691129403,5173
189,3956,8399,2969,15435,6050.94009630773,5199
190,3967,8507,2981,15689,6101.12504143804,5230
191,3982,8598,2988,15970,6149.8703646548,5238
192,4000,8681,2996,16197,6197.31569644489,5251
193,4022,8794,3002,16440,6244.81379886828,5268
194,4043,8891,3011,16625,6292.24467306814,5287
195,4056,8994,3021,16902,6338.86463477366,5306
196,4072,9084,3022,17095,6385.04279549611,5320
197,4088,9168,3028,17291,6431.54372856653,5336
198,4093,9253,3037,17590,6477.51699388432,5351
199,4113,9341,3045,17818,6522.94225965933,5373
200,4127,9430,3048,18030,6568.00892203932,5391
201,4141,9521,3050,18241,6612.61535922496,5403
202,4158,9605,3052,18459,6656.39844821674,5421
203,4172,9672,3055,18700,6700.09851251714,5434
204,4181,9751,3057,18870,6743.61549068359,5441
205,4188,9822,3060,19189,6785.73291323733,5461
206,4196,9902,3069,19398,6828.56414894831,5471
207,4205,9973,3077,19539,6869.90560556697,5480
208,4220,10044,3082,19721,6910.78468221308,5496
209,4233,10124,3084,19926,6951.67716335164,5506
210,4242,10202,3085,20147,6992.53670267491,5518
211,4256,10300,3089,20415,7032.57890374943,5529
212,4266,10374,3095,20661,7071.83606967306,5538
213,4280,10461,3099,20833,7110.9976680384,5553
214,4291,10555,3107,21026,7150.49914980571,5559
215,4297,10646,3113,21188,7188.76387745771,5568
216,4311,10711,3127,21354,7226.77476137401,5578
217,4322,10778,3131,21547,7264.74783236169,5589
218,4332,10845,3141,21731,7303.06181984451,5597
219,4342,10931,3146,21948,7341.09353566529,5612
220,4354,11020,3147,22205,7377.66090392088,5620
221,4361,11109,3156,22495,7414.6654178098,5625
222,4371,11186,3160,22685,7451.15674011202,5637
223,4381,11256,3163,22984,7486.73609396436,5642
224,4385,11322,3164,23177,7521.79414151805,5648
225,4399,11390,3169,23349,7557.07011316876,5650
226,4403,11453,3171,23520,7592.54563757428,5655
227,4410,11516,3174,23684,7627.12701331732,5664
228,4421,11562,3194,23873,7661.34716649519,5673
229,4428,11626,3197,24098,7694.90463963193,5683
230,4434,11688,3198,24364,7727.65923496797,5690
231,4450,11773,3199,24625,7761.85162608596,5694
232,4462,11840,3205,24793,7795.26305727024,5700
233,4473,11929,3206,24956,7828.42781350024,5706
234,4482,11982,3210,25094,7861.12824074076,5711
235,4491,12060,3217,25239,7892.70968221306,5718
236,4501,12105,3222,25414,7925.0491183699,5721
237,4513,12177,3231,25688,7956.9989026063,5727
238,4522,12214,3234,25939,7987.98796296297,5736
239,4534,12289,3239,26159,8018.54303555097,5742
240,4544,12353,3242,26312,8049.57743484222,5747
241,4568,12436,3248,26548,8080.19015346364,5754
242,4578,12489,3254,26730,8110.17132630314,5759
243,4580,12542,3260,26938,8140.18055269774,5764
244,4596,12622,3272,27101,8169.72793209873,5767
245,4607,12657,3275,27257,8198.71279863968,5775
246,4609,12704,3286,27403,8227.5922110768,5777
247,4631,12805,3292,27540,8256.12744341564,5783
248,4636,12849,3300,27674,8284.44049354139,5785
249,4650,12908,3307,27823,8313.28203017836,5788
250,4658,12958,3314,28184,8341.39159379286,5792
251,4666,12994,3318,28416,8369.27020176038,5793
252,4690,13065,3326,28563,8396.384515032,5795
253,4698,13122,3333,28671,8423.85019147237,5797
254,4701,13167,3340,28833,8451.24539180384,5799
255,4710,13222,3353,28954,8477.82775920208,5801
256,4716,13282,3365,29164,8504.68317329677,5802
257,4719,13349,3379,29418,8530.77207218789,5805
258,4724,13381,3392,29647,8556.80895204617,5807
259,4728,13401,3396,29884,8582.73367483997,5809
260,4734,13482,3400,30108,8608.01085390948,5809
261,4746,13575,3413,30339,8633.7700517261,5810
262,4754,13619,3420,30530,8658.95544124369,5812
263,4757,13675,3428,30653,8683.77141775259,5814
264,4767,13745,3430,30766,8708.13026691814,5818
265,4781,13816,3431,30870,8732.49768661406,5822
266,4794,13874,3434,31006,8757.09780949931,5827
267,4798,13938,3442,31159,8781.21047525145,5831
268,4806,13989,3447,31477,8804.63531807272,5833
269,4813,14036,3452,31614,8828.23282607454,5834
270,4818,14070,3461,31786,8851.97796210563,5841
271,4820,14127,3473,32026,8874.77968392777,5846
272,4830,14160,3478,32246,8897.34270976224,5850
273,4844,14195,3481,32461,8919.71741826705,5852
274,4851,14249,3485,32619,8942.62621456332,5855
275,4860,14323,3488,32775,8964.85834047782,5859
276,4863,14382,3489,32928,8986.40399234111,5863
277,4872,14418,3492,33068,9007.79497742342,5866
278,4878,14470,3494,33185,9029.08605538407,5869
279,4890,14538,3503,33330,9050.19509173523,5872
280,4895,14585,3510,33506,9071.28312900093,5879
281,4902,14639,3520,33739,9092.4486053955,5881
282,4908,14695,3522,33930,9113.27778063555,5883
283,4913,14739,3523,34145,9133.90874056927,5885
284,4918,14766,3530,34286,9154.65163465935,5890
285,4922,14821,3540,34500,9175.18732996114,5891
286,4926,14865,3547,34605,9195.8292924097,5894
287,4939,14906,3559,34664,9215.61808413351,5898
288,4947,14949,3571,34728,9235.88942043896,5901
289,4954,15006,3587,34814,9256.01950160038,5903
290,4963,15054,3598,35061,9276.04724651348,5905
291,4970,15095,3604,35148,9296.12991398036,5908
292,4979,15149,3607,35239,9316.0719478738,5909
293,4986,15189,3618,35347,9336.02854652491,5911
294,4988,15222,3624,35543,9355.5116969593,5915
295,4993,15273,3636,35775,9374.57323102424,5916
296,5003,15316,3644,35898,9393.62521576356,5917
297,5013,15362,3657,36000,9412.60225051444,5919
298,5024,15414,3665,36081,9431.13067558303,5921
299,5032,15463,3672,36182,9450.08464649064,5923
300,5038,15496,3682,36337,9468.94410150892,5926
301,5046,15508,3690,36405,9487.15144890259,5927
302,5054,15546,3696,36468,9505.85073445359,5927
303,5066,15580,3698,36653,9523.87139346131,5928
304,5072,15619,3702,36792,9541.22699188389,5931
305,5082,15633,3707,36912,9558.79936271147,5931
306,5092,15671,3713,37011,9575.80163894603,5933
307,5099,15696,3719,37093,9592.5462134202,5933
308,5104,15727,3736,37277,9609.70602709191,5936
309,5116,15749,3747,37486,9626.5388688843,5939
310,5120,15789,3764,37568,9642.74535751026,5939
311,5134,15804,3778,37612,9659.20459390718,5939
312,5147,15825,3781,37658,9675.82588877457,5940
313,5157,15845,3785,37706,9692.25490397807,5942
314,5159,15859,3787,37753,9708.26854138089,5943
315,5174,15881,3791,37794,9724.2489226109,5944
316,5184,15914,3791,37861,9740.22497856656,5948
317,5191,15931,3796,37966,9756.35955932784,5951
318,5207,15977,3798,38043,9771.90736454046,5953
319,5214,15993,3815,38220,9787.84199959985,5954
320,5218,16021,3827,38295,9803.32534722223,5954
321,5228,16048,3827,38367,9819.21537208502,5956
322,5242,16079,3829,38428,9834.97753343622,5957
323,5255,16091,3831,38572,9850.0014531893,5959
324,5270,16112,3834,38640,9865.34421439187,5962
325,5278,16134,3838,38711,9880.96925725878,5965
326,5288,16160,3845,38788,9896.21925868766,5969
327,5293,16187,3851,38852,9911.30640574989,5973
328,5302,16203,3863,38920,9926.86740969361,5977
329,5314,16239,3871,38998,9941.87396261999,5980
330,5317,16260,3874,39049,9956.86668524235,5985
331,5326,16278,3893,39120,9972.07989826245,5991
332,5344,16295,3897,39198,9987.22485425238,5997
333,5363,16308,3901,39317,10003.2697145061,6006
334,5382,16330,3905,39486,10018.7154778235,6013
335,5387,16348,3910,39639,10033.971609225,6019
336,5397,16369,3911,39761,10049.1135245198,6031
337,5410,16385,3913,39937,10064.1149134088,6037
338,5418,16408,3920,40102,10078.6270047439,6046
339,5435,16419,3921,40157,10093.0797796639,6056
340,5443,16442,3923,40208,10107.3724194101,6070
341,5452,16461,3933,40326,10121.846104824,6082
342,5462,16475,3942,40383,10136.3403292181,6097
343,5473,16529,3952,40485,10150.832063043,6121
344,5481,16563,3958,40643,10164.718511374,6140
345,5491,16589,3966,40795,10179.3083947759,6158
346,5497,16616,3970,40821,10193.5295438957,6181
347,5516,16643,3976,40849,10207.3045310356,6201
348,5525,16662,3986,40898,10221.1513417352,6228
349,5526,16677,3997,41030,10234.9003157865,6251
350,5539,16682,4007,41142,10248.414657636,6283
351,5544,16685,4016,41271,10262.2815329218,6308
352,5556,16693,4036,41422,10275.8061456904,6336
353,5568,16709,4055,41579,10289.7619755944,6359
354,5573,16730,4065,41738,10303.510622428,6372
355,5579,16740,4067,41887,10317.4273576817,6403
356,5588,16753,4075,41919,10331.5833190443,6419
357,5591,16763,4082,41939,10345.4056698674,6444
358,5611,16779,4085,41963,10359.2562442844,6458
359,5620,16806,4103,42038,10373.3174168381,6471
360,5632,16832,4119,42144,10386.7297582304,6495
361,5644,16853,4134,42226,10400.5375743027,6516
362,5654,16882,4141,42316,10414.556978738,6536
363,5666,16893,4161,42399,10428.486785551,6551
364,5671,16907,4176,42489,10442.3397162208,6573
365,5677,16914,4187,42590,10455.9920153178,6592
366,5684,16923,4190,42671,10469.947785208,6603
367,5697,16933,4195,42710,10483.4983224737,6613
368,5720,16942,4200,42742,10496.4939314701,6632
369,5736,16954,4204,42773,10509.8209147805,6647
370,5743,16964,4214,42796,10522.6662251372,6661
371,5757,16977,4232,42838,10535.8531321445,6682
372,5766,16998,4245,42875,10549.1122942387,6702
373,5769,17022,4252,42917,10562.1872299382,6716
374,5783,17032,4260,42947,10574.7199359854,6730
375,5788,17056,4262,42973,10587.3935342364,6745
376,5796,17078,4264,43007,10599.8803798011,6759
377,5802,17091,4266,43042,10612.7706661523,6768
378,5813,17110,4271,43072,10625.8242998399,6782
379,5824,17122,4278,43098,10638.1736239712,6798
380,5831,17124,4290,43132,10650.5513831733,6808
381,5843,17129,4305,43151,10662.9044252972,6819
382,5859,17141,4306,43196,10675.6792624028,6834
383,5868,17143,4311,43245,10688.3337948674,6844
384,5884,17151,4313,43259,10701.1136359739,6854
385,5897,17160,4321,43282,10713.749608482,6868
